EntityType,EntityID,EntityTitle,TargetType,TargetID,TargetTitle,SetID,Date,Created,Academic Year,URN,Borough,School Type - Education Phase,Type of School,Are they part of an academy (single/multi) or trust,Which academy/trust are they part of,Are they part of a cluster?,Which cluster are they a part of?,Does this School have a Nursery attached?,Percentage of pupils eligible for Free School Meals,Percentage of pupils eligible for pupil premium,IMD Decile,Ofsted rating,How much primary premium do they receive?,Is this School signed up to the Daily Mile?,If not signed up do they do a variant of the Daily Mile,Have they signed up for The Daily Mile Destinations?,Who is responsible for the operation of sports facilities at the school?,"Indoor facilities: Does your school have any of the following?
",Outdoor facilities: Does your school have any of the following?,Other outdoor please specify,Are their facilities open?,What facilities are open?,What facilities are not open to the public,Facility management,If facilities management is out-sourced who is the provider?,When are facilities open?,Overall facilities quality,"How are the facilities currently used outside of normal school hours?
",Who is responsible for opening and closing the facility for community use?,Other - Responsibility for opening and closing facilities,Have they been selected (term)?,Has this school opted into the Active Lives CYP Survey? ,Have they completed the survey,Does this school get involved with the School Games at Level 2?,What level of School Games mark has this school achieved? ,Has this school ever attended our Level 3 School Games events (in the past - pre 2018),Has this school ever attended Level 3 School Games (Post Sept 2018)?,Which level 3 competitions have they attended?,Has this School volunteered at the School Games or accessed DfE funding? ,Are any of their pupils involved in the YLOC?,Does this School have a Satellite Club attached?,Is this school compliant for Primary School Sport Premium? ,Why is the school non-compliant,Was the website analysed as part of the Primary School Sport Premium Mapping?,How much PESSPA do they receive?,Is this School part of Mentally Healthy Schools?,Is this school involved in any other projects?,Is this school a YST member school? ,Engagement with CPD,Part of School Sports Partnership,RAG Rating,Any other important notes,What providers do they use for sport and physical activity?
Group,455,ESSA Academy,,0,,6675,17/12/2020 12:12,17/12/2020 12:30,2020/2021,135770,Bolton,Secondary,Academy sponsor led,Yes - Multi-academy trust,ESSA Foundation Academies Trust,,,Not applicable,31.40%,45.90%,3,Requires Improvement,,No,,,,,,,Some,Sports hall,Artificial grass pitch|Athletics track|Grass pitches|Studio,,,,,,,,Reserve,,,,,,,,,,Yes,,,,,,Manchester United Foundation|SE Secondary Teacher Training Programme|PSHE Hub,,,,,"
",
Group,19,ESSA Primary,,0,,6676,17/12/2020 12:12,17/12/2020 12:30,2020/2021,140973,Bolton,Primary,Free School,Yes - Multi-academy trust,ESSA Foundation Academies Trust,,,No,23.80%,35.50%,3,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,237,Etchells Primary,,0,,6677,17/12/2020 12:12,17/12/2020 12:30,2020/2021,106045,Stockport,Primary,Community school,,,,,Yes,11.10%,14.80%,7,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assessment Support|Be Inspired Programme,,,,,"
n",
Group,388,Etz Chaim Boys School,,0,,6678,17/12/2020 12:12,17/12/2020 12:30,2020/2021,131015,Manchester,Secondary,Other independent school,,,,,No,,,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,656,Excel and Exceed Centre,,0,,6679,17/12/2020 12:12,17/12/2020 12:30,2020/2021,142675,Bury,SEND|PRU/Other,Other independent special school,,,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Special School 
Don't engage",
Group,1195,Expanse Group Ltd,,0,,6680,17/12/2020 12:12,17/12/2020 12:30,2020/2021,141738,Wigan,College,Further Education,,,,,,,,8,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1194,Expanse Learning Wigan School,,0,,6681,17/12/2020 12:12,17/12/2020 12:30,2020/2021,145289,Wigan,SEND,Other independent special school,,,,,,,,2,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,51,Fairfield Community Primary School,,0,,6682,17/12/2020 12:12,17/12/2020 12:30,2020/2021,105287,Bury,Primary,Community school,,,,,Yes,40.30%,35.40%,4,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"year 1 term 2 - not completed

",
Group,546,Fairfield High School for Girls,,0,,6683,17/12/2020 12:12,17/12/2020 12:30,2020/2021,136593,Tameside,Secondary,Academy converter,Yes - Single-academy trust,Fairfield High School for Girls,,,Not applicable,14.10%,22.50%,2,Outstanding,,No,,,Other (please specify),Main sports hall (markings for at least 3 badminton courts)|Activity hall (multi-purpose room e.g. assembly hall)|Studio (often with mirrored wall and sprung floor)|Gym/health and fitness suite|Changing rooms accessible externally,Multi-Use Games Area (MUGA) with floodlights|Sports pitch with markings|Playing field|Changing rooms accessible only via the school,,Some,Sports hall|Grass pitches|Studio,,Out-sourced (please specify provider),Progressive Lettings,Evenings|Weekend|School Holidays,,After school clubs|Sports clubs|Regular bookings (block bookings),Caretaker,,Reserve,,,,,,,,,,Yes,,,,,,PSHE Hub,,,,,"YEAR 1 TERM 2
 - Not completed

",
Group,1193,Fairfield House School,,0,,6684,17/12/2020 12:12,17/12/2020 12:30,2020/2021,136239,Trafford,Primary|Secondary|SEND,Other independent special school,,,,,,,,3,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,278,Fairfield Road Primary School,,0,,6685,17/12/2020 12:12,17/12/2020 12:30,2020/2021,106207,Tameside,Primary,Community school,,,,,Yes,22.90%,25.90%,2,Good,,Yes,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,Yes,Young Ambassadors,,,,,"
",In house coach
Group,238,Fairway Primary,,0,,6686,17/12/2020 12:12,17/12/2020 12:30,2020/2021,106046,Stockport,Primary,Community school,,,,,Yes,12.90%,10.80%,5,Good,,Yes,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
n",
Group,511,Falinge Park High School,,0,,6687,17/12/2020 12:12,17/12/2020 12:30,2020/2021,105837,Rochdale,Secondary,Community school,,,,,No,27.50%,38.50%,1,Good,,No,,,,,,,Some,Sports hall|Grass pitches,Health and fitness suite|Studio|Grass pitches|Artificial grass pitch,,,,,,,,Term 1,,,,,,,,,,Yes,,,,,Yes,SE Secondary Teacher Training Programme|PSHE Hub,,,,,"YEAR 1 TERM 2
 - Not completed


",
Group,809,Farrowdale House School,,0,,6688,17/12/2020 12:12,17/12/2020 12:30,2020/2021,105747,Oldham,Primary,Other independent school,,,,,Yes,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"
We have had no recent contact with this school.",
Group,195,Fiddlers Lane Community Primary School,,0,,6689,17/12/2020 12:12,17/12/2020 12:30,2020/2021,105917,Salford,Primary,Community school,,,,Irlam and Cadishead,Yes,31.40%,44.10%,3,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,810,Firbank Primary School,,0,,6690,17/12/2020 12:12,17/12/2020 12:30,2020/2021,146813,Oldham,Primary,Academy converter,Yes - Multi-academy trust,Oak Trust,,Royton,No,12.40%,13.30%,6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"year 1 term 2 - not completed
","Council - Sport Development Service|Professional Sports Clubs, Trusts & Foundations"
Group,1054,Firs Primary School,,0,,6691,17/12/2020 12:12,17/12/2020 12:30,2020/2021,106303,Trafford,Primary,Community school,,,,AoM,Yes,30.40%,36.00%,10,Outstanding,,Yes,,,,,,,No,,Grass pitches|Sports hall,,,,,,,,,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"
",Other
Group,456,Firwood School,,0,,6692,17/12/2020 12:12,17/12/2020 12:30,2020/2021,146410,Bolton,Secondary,Academy special converter,Yes - Multi-academy trust,Woodbridge Trust,,,Not applicable,42.30%,43.20%,4,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,"YEAR 1 TERM 1 - Not Completed
Mental Health Pilot Phase 1
",
Group,557,Flixton Girls High School,,0,,6693,17/12/2020 12:12,17/12/2020 12:30,2020/2021,136965,Trafford,Secondary,Academy converter,Yes - Multi-academy trust,Healthy Learning Trust,,,Not applicable,10.90%,16.00%,5,Good,,No,,,,,,,Yes,Artificial grass pitch|Grass pitches|Sports hall|Studio,,Out-sourced,SLS,,,,,,Reserve,,,,,,,,,Yes,Yes,,,,,,SE Secondary Teacher Training Programme|PSHE Hub,,,,,"
",
Group,1055,Flixton Primary School,,0,,6694,17/12/2020 12:12,17/12/2020 12:30,2020/2021,106318,Trafford,Primary,Community school,,,,,Yes,3.20%,4.40%,8,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"
",
Group,1002,Flowery Field Primary School and Nursery,,0,,6695,17/12/2020 12:12,17/12/2020 12:30,2020/2021,142701,Tameside,Primary,Academy converter,Yes - Multi-academy trust,The Enquire Learning Trust,,Hyde,Yes,30.60%,36.70%,2,Good,,No,,,,,,,No,,Sports hall|Grass pitches,,,,,,,,Term 1,,,,,,,,,,,,,,,,,,,,,"
Not engaged at all with SSP",In house coach
Group,1056,Forest Gate Primary School,,0,,6696,17/12/2020 12:12,17/12/2020 12:30,2020/2021,138788,Trafford,Primary,Academy sponsor led,Yes - Multi-academy trust,Deans Trust,,Broadoak,Yes,42.00%,54.50%,3,Good,,No,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,Active Families Project|FA Girls Football Sports Partnership,,,,,"
",
Group,1191,Forest Park Preparatory School,,0,,6697,17/12/2020 12:12,17/12/2020 12:30,2020/2021,106382,Trafford,Primary,Other independent school,,,,,Yes,,,8,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1192,Forest School,,0,,6698,17/12/2020 12:12,17/12/2020 12:30,2020/2021,106385,Trafford,Primary|Secondary,Other independent school,,,,,Yes,,,10,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,594,Forwards Centre,,0,,6699,17/12/2020 12:12,17/12/2020 12:30,2020/2021,142702,Bolton,PRU/Other,Academy alternative provision converter,Yes - Multi-academy trust,The Bolton Impact Trust,,,Not applicable,38.50%,72.80%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PRU Does have Provision for SEN

",
Group,446,Fred Longworth High School,,0,,6700,17/12/2020 12:12,17/12/2020 12:30,2020/2021,137448,Wigan,Secondary,Academy converter,Yes - Single-academy trust,Lateral Academy Trust,,,Not applicable,14.70%,21.10%,3,Good,,No,,,,,,,No,,Artificial grass pitch|Grass pitches|Sports hall|Studio,Managed in-house,,,,,,,Reserve,,,,,,,,,,,,,,,,SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 2
 - Completed

",
Group,811,Freehold Community Primary,,0,,6701,17/12/2020 12:12,17/12/2020 12:30,2020/2021,142425,Oldham,Primary,Academy converter,Yes - Multi-academy trust,Focus Trust,,,Yes,21.70%,28.80%,2,Good,,No,,,,,,,,,,,,,,,,,Reserve,,,,,,,,,,,,,,,,,,,,,"
",SSP Offer
Group,1284,Freshfield Nursery School,,0,,6702,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106021,Stockport,Nursery,Local authority nursery school,,,,,Yes,,,0,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,812,Friezland Primary School,,0,,6703,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105666,Oldham,Primary,Community school,,,,,No,6.80%,4.60%,9,Good,,No,,,Headteacher,None of the above,Playing field|Outdoor hard surface area e.g playground (no sport specific markings)|Other outdoor facility (please specify),MUGA without flood lights,Some,,,Managed in-house,,,"Poor- the facilities are old, inadequate and/or require significant improvement.",After school clubs|Breakfast clubs|Other,Trusted User,,,,,,,,,,,,,,,,,,Bikeability,,,,,"Facilities used - Saddleworth Olympic training sessions
",Council - Sport Development Service|SSP Offer
Group,1104,Garrett Hall Primary School,,0,,6704,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106433,Wigan,Primary,Community school,,,,ATSA,Yes,3.70%,3.90%,2,Outstanding,,No,,,,,,,Yes,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,595,Gaskell Community Primary School,,0,,6705,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105155,Bolton,Primary,Community school,,,,,Yes,29.50%,40.50%,1,Good,,No,,,,,,,,,,,,,,,,,Term 3,,,,,,,,,,,,,,,,,,,,,"
",
Group,239,Gatley Primary,,0,,6706,17/12/2020 12:12,17/12/2020 12:31,2020/2021,141275,Stockport,Primary,Academy converter,Yes - Multi-academy trust,Education Learning Trust,,,Yes,2.20%,3.80%,8,,,Yes,,,,,,,No,,Grass pitches,,,,,,,,Term 2,,,,,,,,,,,,,,,,,,,,,"
y",
Group,1003,Gee Cross Holy Trinity Primary School,,0,,6707,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106226,Tameside,Primary,Voluntary controlled school,,,,Hyde,Yes,11.50%,14.80%,6,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",Other
Group,1105,Gilded Hollins Community School,,0,,6708,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106431,Wigan,Primary,Community school,,,,LLG,No,6.70%,5.80%,7,Good,,No,,,,,,,Yes,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
","Professional Sports Clubs, Trusts & Foundations"
Group,596,Gilnow Primary School,,0,,6709,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105198,Bolton,Primary,Community school,,,,,Yes,25.50%,34.10%,2,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",Private Coaching Company
Group,813,Glodwick Infant and Nursery School,,0,,6710,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105645,Oldham,Primary,Community school,,,,,Yes,13.70%,11.70%,1,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,902,Godfrey Ermen Memorial CE Primary School,,0,,6711,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105946,Salford,Primary,Voluntary aided school,,,,Eccles and District,Yes,30.80%,31.80%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1004,Godley Community Primary School,,0,,6712,17/12/2020 12:12,17/12/2020 12:31,2020/2021,142704,Tameside,Primary,Academy converter,Yes - Multi-academy trust,The Enquire Learning Trust,,Hyde,Yes,9.40%,12.90%,4,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Ambassadors,,,,,"
",In house coach
Group,332,Golborne Community Primary School,,0,,6713,17/12/2020 12:12,17/12/2020 12:31,2020/2021,147101,Wigan,Primary,Academy converter,Yes - Multi-academy trust,Mosaic Academy Trust,,LLG,Yes,29.20%,,5,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opened 2019/20
year 1 term 3 - not completed

",
Group,565,Golborne High School,,0,,6714,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106525,Wigan,Secondary,Foundation school,Yes - Trust,The Golborne and Lowton Co-operative Partnership Trust,,,No,11.20%,21.00%,3,Good,,No,,,,,,,Some,Sports hall|Artificial grass pitch,Grass pitches,Out-sourced,SLS,,,,,,Reserve,,,,,,,,,,Yes,,,,,Yes,SE Secondary Teacher Training Programme,,,,,"Year 1 Term 3 - Not completed

",
Group,279,Gorse Hall Primary School,,0,,6715,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106188,Tameside,Primary,Community school,,,,,Yes,12.40%,19.50%,5,Good,,Yes,,Yes,,,,,,,,,,,,,,,Term 1,,,,,,,,,,,,,,,,,,,,,"year 1 term 2 - not completed
",Council - Sport Development Service
Group,305,Gorse Hill Primary School,,0,,6716,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106321,Trafford,Primary,Community school,,,,,Yes,28.60%,34.90%,4,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA Girls Football Sports Partnership,,,,,"
",Other
Group,657,Gorsefield Primary School,,0,,6717,17/12/2020 12:12,17/12/2020 12:31,2020/2021,141673,Bury,Primary,Academy sponsor led,Yes - Multi-academy trust,Forward As One Church of England Multi Academy Trust,,,Yes,41.70%,48.40%,5,Good,,No,,,,,,,,,,,,,,,,,Term 1,,,,,,,,,,,,,,,,Bikeability,,,,,"year 1 term 2 - not completed
",
Group,1188,Gorton Primary School,,0,,6718,17/12/2020 12:12,17/12/2020 12:31,2020/2021,143763,Manchester,Primary,Free School,Yes - Multi-academy trust,SS Simon and Jude Church of England Multi Academy Trust,,,Yes,16.70%,13.60%,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
","Professional Sports Clubs, Trusts & Foundations|Private Coaching Company"
Group,1187,Grafton House Preparatory School,,0,,6719,17/12/2020 12:12,17/12/2020 12:31,2020/2021,130399,Tameside,Primary,Other independent school,,,,,Yes,,,1,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Don?t receive funding",
Group,715,Grange School,,0,,6720,17/12/2020 12:12,17/12/2020 12:31,2020/2021,145845,Manchester,Primary|Secondary,Academy special sponsor led,Yes - Multi-academy trust,Prospere Learning Trust,,,No,51.40%,59.50%,2,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy Schools,,,,,"
",
Group,547,Great Academy Ashton (New Charter Academy 2017),,0,,6721,17/12/2020 12:12,17/12/2020 12:31,2020/2021,135508,Tameside,Secondary,Academy sponsor led,Yes - Multi-academy trust,Great Academies Education Trust,,,Not applicable,25.90%,41.60%,2,Requires Improvement,,No,,,Other (please specify),Main sports hall (markings for at least 3 badminton courts)|Activity hall (multi-purpose room e.g. assembly hall)|Studio (often with mirrored wall and sprung floor)|Gym/health and fitness suite|Changing rooms accessible only via the school,Artificial pitch (3G) with floodlights|Multi-Use Games Area (MUGA) with floodlights|Sports pitch with markings|Playing field|Changing rooms accessible only via the school,,Yes,Artificial grass pitch|Grass pitches|Health and fitness suite|Sports hall|Studio,,Out-sourced (please specify provider),SLS,Evenings|Weekend|School Holidays,,After school clubs|Sports clubs|Regular bookings (block bookings)|community groups,Caretaker,,Term 3,,,,,,,,,,Yes,,,,,,Manchester United Foundation|PSHE Hub,,,,,"YEAR 1 TERM 1
 - Not completed


",
Group,888,Great Howarth School,,0,,6722,17/12/2020 12:12,17/12/2020 12:31,2020/2021,135753,Rochdale,SEND,Other independent special school,,,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,954,Great Moor Infant School,,0,,6723,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106048,Stockport,Infants,Community school,,,,,Yes,7.60%,6.80%,6,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leadership|PE Specialist Support|Assessment Support|Be Inspired Programme,,,,,"
n",
Group,240,Great Moor Junior,,0,,6724,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106049,Stockport,Primary,Community school,,,,,No,8.60%,10.10%,6,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
y",
Group,1290,Greater Manchester Alternative Provision,,0,,6725,17/12/2020 12:12,17/12/2020 12:31,2020/2021,145290,Tameside,Secondary|SEND|PRU/Other,Other independent special school,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group,955,Greave Primary,,0,,6726,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106050,Stockport,Primary,Community school,,,,,Yes,2.80%,6.20%,9,Good,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
y",
Group,93,Green End Primary School,,0,,6727,17/12/2020 12:12,17/12/2020 12:31,2020/2021,140130,Manchester,Primary,Academy converter,Yes - Multi-academy trust,Kingsway Community Trust,,,Yes,33.50%,40.40%,1,Outstanding,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Change4Life|Healthy Schools|Change4Life,,,,,"Year 1 Term 1 - Completed
",Private Coaching Company
Group,597,Green Fold School,,0,,6728,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105281,Bolton,SEND,Community special school,,,,,Yes,40.00%,44.10%,3,Outstanding,,No,,,,,,,No,,Grass pitches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,333,Green Meadow Independent Primary School,,0,,6729,17/12/2020 12:12,17/12/2020 12:31,2020/2021,135998,Wigan,Primary,Other independent school,,,,,Yes,,,3,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,125,Greenacres Primary School,,0,,6730,17/12/2020 12:12,17/12/2020 12:31,2020/2021,145537,Oldham,Primary,Academy converter,Yes - Multi-academy trust,South Pennine Academies,,East Oldham,Yes,17.60%,18.00%,2,,,Yes,,Yes,Nominated Teacher,None of the above,Playing field,,No,,,,,,"Poor- the facilities are old, inadequate and/or require significant improvement.",Breakfast clubs,,,,,,,,,,,,,,,,,,,Bikeability Balance,,,,,"
",Council - Sport Development Service
Group,956,Greenbank Preparatory School,,0,,6731,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106148,Stockport,Primary,Other independent school,,,,,Yes,,,10,,,No,,,,,,,No,,Artificial grass pitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
y",
Group,855,Greenbank Primary School,,0,,6732,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105768,Rochdale,Primary,Community school,,,,,Yes,29.00%,35.90%,2,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,1005,Greenfield Primary School,,0,,6733,17/12/2020 12:12,17/12/2020 12:31,2020/2021,148123,Tameside,Primary,Community school,,,,Hyde,,,28.70%,2,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Ambassadors,,,,,"support given
Closed 31/08/20 (106178)
Opened: 01/09/20 ",Other
Group,126,Greenfield Primary School,,0,,6734,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105667,Oldham,Primary,Community school,,,,,Yes,7.90%,13.40%,9,Outstanding,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability Balance,,,,,"
",Council - Sport Development Service
Group,127,Greenfield St Marys CE School,,0,,6735,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105723,Oldham,Primary,Voluntary aided school,,,,Dovestones Learning Partnership,No,1.40%,3.80%,8,Good,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",Council - Sport Development Service
Group,128,Greenhill Academy,,0,,6736,17/12/2020 12:12,17/12/2020 12:31,2020/2021,140579,Oldham,Primary,Academy converter,Yes - Multi-academy trust,The Harmony Trust,Yes,West Oldham (Hathershaw),Yes,16.60%,21.10%,2,Good,,Yes,,,,,,,Some,Artificial grass pitch,Sports hall,,,,,,,,,,,,,,,,,,,,,,,,Open Facilities,,,,,"Facilities: Good practise example of community use.  
Part of Greenhill Community Sport and Recreation Club (Selected as StreetGames LTO)
","Council - Sport Development Service|Professional Sports Clubs, Trusts & Foundations"
Group,52,Greenhill Primary School,,0,,6737,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105290,Bury,Primary,Community school,,,,,No,8.10%,8.50%,10,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability|Forest School,,,,,"year 1 term 1 - not completed
",
Group,53,Greenmount Primary School,,0,,6738,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105301,Bury,Primary,Community school,,,,,No,2.80%,3.20%,10,Good,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikeability,,,,,"year 1 term 3 - not completed
",
Group,280,Greenside Primary School and Children's Centre,,0,,6739,17/12/2020 12:12,17/12/2020 12:31,2020/2021,146480,Tameside,Primary,Academy converter,Yes - Multi-academy trust,Victorious Academies Trust,,,Yes,24.90%,28.30%,3,,,Yes,,Yes,,,,,No,,Grass pitches,,,,,,,,Term 3,,,,,,,,,,,,,,,,Young Ambassadors,,,,,"
",Other|In house coach
Group,1006,Greswell Primary and Nursery School,,0,,6740,17/12/2020 12:12,17/12/2020 12:31,2020/2021,106219,Tameside,Primary,Community school,,,,,Yes,27.90%,28.60%,7,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Young Ambassadors,,,,,"
",Other
Group,598,Grosvenor Nursery School,,0,,6741,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105144,Bolton,Nursery,Local authority nursery school,,,,,Yes,,,2,Outstanding,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,903,Grosvenor Road Primary School,,0,,6742,17/12/2020 12:12,17/12/2020 12:31,2020/2021,131037,Salford,Primary,Community school,,,,Swinton,Yes,23.80%,34.90%,7,Good,,No,,,,,,,,,,,,,,,,,Term 2,,,,,,,,,,,,,,,,,,,,,,
Group,54,Guardian Angels Roman Catholic Primary School  Bury,,0,,6743,17/12/2020 12:12,17/12/2020 12:31,2020/2021,105334,Bury,Primary,Voluntary aided school,,,,,Yes,7.20%,7.70%,6,Outstanding,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Bikeability,,,,,"
",
Group,1057,Hale Preparatory School,,0,,6744,17/12/2020 12:12,17/12/2020 12:32,2020/2021,106383,Trafford,Primary,Other independent school,,,,,No,,,9,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
",
Group,856,Hamer Community Primary School,,0,,6745,17/12/2020 12:12,17/12/2020 12:32,2020/2021,105800,Rochdale,Primary,Community school,,,,,Yes,27.60%,31.30%,1,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Co-hosted with springside special",
Group,599,Hardy Mill Primary School,,0,,6746,17/12/2020 12:12,17/12/2020 12:32,2020/2021,105189,Bolton,Primary,Community school,,,,,Yes,6.20%,8.00%,8,Good,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"year 1 term 2 - not completed
",Private Coaching Company
Group,457,Harper Green School,,0,,6747,17/12/2020 12:12,17/12/2020 12:32,2020/2021,143772,Bolton,Secondary,Academy converter,Yes - Multi-academy trust,Leverhulme Academy CE and Community Trust,,,No,33.80%,50.10%,1,Requires Improvement,,No,,,,,,,No,,Grass pitches|Indoor tennis centre|Sports hall,,,,,,,,Term 2,,,,,,,,,,Yes,,,,,Yes,PSHE Hub|SE Secondary Teacher Training Programme,,,,,"YEAR 1 TERM 2
 - Not completed

",
Group,716,Harpurhey Alternative Provision School,,0,,6748,17/12/2020 12:12,17/12/2020 12:32,2020/2021,141680,Manchester,PRU/Other,Other independent school,,,,,No,,,1,Requires Improvement,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSHE Hub,,,,,"
",
